Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Author Keywords,Index Keywords,Document Type,Publication Stage,Access Type,Source,EID,,,,,
"Er A., Bozdag M., Basa C.D., Kacmaz I.E., Ekizoglu O.",57211853668;57193273049;57190016319;57195615335;23988760300;,Estimating forensic age via magnetic resonance imaging of the distal radial epiphysis,2019,International Journal of Legal Medicine,,,,,,,,10.1007/s00414-019-02189-9,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075178783&doi=10.1007%2fs00414-019-02189-9&partnerID=40&md5=e6bdc074f074295d5723760b0cc1a74a,Age estimation; Distal radial epiphysis; MRI,adolescent; adult; age determination; article; child; distal radius; female; human; major clinical study; male; nuclear magnetic resonance imaging; ossification; school child; wrist,Article,Article in Press,,Scopus,2-s2.0-85075178783,,,,,
"Esan T.A., Schepartz L.A.",8448573900;6603233380;,The timing of permanent tooth development in a Black Southern African population using the Demirjian method,2019,International Journal of Legal Medicine,133,1,,257,268,,,10.1007/s00414-018-1968-4,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85057311967&doi=10.1007%2fs00414-018-1968-4&partnerID=40&md5=5ff9f8187dc5d1abff25f53e056eb7fb,Demirjian method; Dental age estimation; Dental development; Sub-Saharan Africa,"adolescent; Black person; child; cross-sectional study; dental age estimation; diagnostic imaging; female; growth, development and aging; human; male; preschool child; procedures; prospective study; secondary dentition; sexual characteristics; South Africa; tooth; tooth development; tooth radiography; young adult; Adolescent; African Continental Ancestry Group; Age Determination by Teeth; Child; Child, Preschool; Cross-Sectional Studies; Dentition, Permanent; Female; Humans; Male; Prospective Studies; Radiography, Dental, Digital; Sex Characteristics; South Africa; Tooth; Tooth Calcification; Young Adult",Article,Final,,Scopus,2-s2.0-85057311967,,,,,
"Gambier A., Rérolle C., Faisant M., Lemarchand J., Paré A., Saint-Martin P.",56276447300;54967296300;55929259400;57205404705;55990550500;11639294700;,Contribution of third molar eruption to the estimation of the forensic age of living individuals,2019,International Journal of Legal Medicine,133,2,,625,632,,,10.1007/s00414-018-01991-1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059897805&doi=10.1007%2fs00414-018-01991-1&partnerID=40&md5=9f8b62e300d9d3a246c8b88afdaa29e6,Age estimation; Clinical forensic medicine; Dental age; Third molar eruption,"adolescent; dental age estimation; diagnostic imaging; female; growth, development and aging; human; male; panoramic radiography; procedures; retrospective study; third molar; tooth eruption; young adult; Adolescent; Age Determination by Teeth; Female; Humans; Male; Molar, Third; Radiography, Panoramic; Retrospective Studies; Tooth Eruption; Young Adult",Article,Final,,Scopus,2-s2.0-85059897805,,,,,
"Garg V., Dhattarwal S.K., Sharma R.K., Khanagwal V., Jakhar J.K.",57210972128;6505999427;57212897445;6506919263;54417281100;,Age estimation from third molar teeth in an urban population of North India,2019,Journal of Indian Academy of Forensic Medicine,41,2,,120,123,,,10.5958/0974-0848.2019.00033.2,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076289704&doi=10.5958%2f0974-0848.2019.00033.2&partnerID=40&md5=3ae5e00e298570b43972adb4ed001e16,Age; Haryana; OPG; Third molar,,Article,Final,,Scopus,2-s2.0-85076289704,,,,,
"Garg V., Singla A., Khanna K., Dhattarwal S.K., Khanagwal V.",57210972128;57210972083;55651248300;6505999427;6506919263;,A study of age estimation through epiphyseal union of medial end of clavicle in an urban population of Haryana,2019,Journal of Punjab Academy of Forensic Medicine and Toxicology,19,1,,68,75,,,10.5958/0974-083X.2019.00014.1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072075129&doi=10.5958%2f0974-083X.2019.00014.1&partnerID=40&md5=9fc11093fec3607eefdb1f8679d247d2,Age estimation; Anthropometry; Bisexual variation; Clavicle; Xiphi Sternum,,Article,Final,,Scopus,2-s2.0-85072075129,,,,,
"Gelbrich B., Carl C., Gelbrich G.",29467494700;57211801528;14119833600;,Comparison of three methods to estimate dental age in children,2019,Clinical Oral Investigations,,,,,,,,10.1007/s00784-019-03109-2,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075071033&doi=10.1007%2fs00784-019-03109-2&partnerID=40&md5=7e71391fc6262606844783b9936018db,Age estimation; Demirjian stage; Dental age; Dental mineralization; London Atlas; Willems’ method,adolescent; age determination; article; child; controlled study; England; female; human; intermethod comparison; major clinical study; male; maturity; mineralization; preschool child; tooth,Article,Article in Press,,Scopus,2-s2.0-85075071033,,,,,
"Ghafari R., Ghodousi A., Poordavar E.",56806851000;57190416159;57201022900;,Comparison of the accuracy of the London atlas and Smith method in dental age estimation in 5–15.99-year-old Iranians using the panoramic view,2019,International Journal of Legal Medicine,133,1,,189,195,,,10.1007/s00414-018-1808-6,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042932964&doi=10.1007%2fs00414-018-1808-6&partnerID=40&md5=18b46218f2206193c4ce4eb04d71d7a4,Age; Age determination by teeth dental; Forensic; Forensic dentistry,"adolescent; child; comparative study; cross-sectional study; dental age estimation; diagnostic imaging; female; growth, development and aging; human; Iran; male; panoramic radiography; preschool child; procedures; tooth; tooth eruption; Adolescent; Age Determination by Teeth; Child; Child, Preschool; Cross-Sectional Studies; Female; Humans; Iran; Male; Radiography, Panoramic; Tooth; Tooth Eruption",Article,Final,,Scopus,2-s2.0-85042932964,,,,,
"Ginzelova K., Dostalova T., Eliasova H., Bruna R., Vinsu A.",36615550800;35497833200;6506248446;57208035988;56771477000;,Comparison of dental and chronological age based on cbct-generated panoramic images and reconstructed 3d images,2019,Anthropologischer Anzeiger,76,1,,49,56,,,10.1127/anthranz/2019/0784,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063627924&doi=10.1127%2fanthranz%2f2019%2f0784&partnerID=40&md5=fd07cd8641316a47d727e773cb7e4da9,Biological age; Chronological age; Cone beam CT; Dental age; Dental maturity,"adolescent; child; cone beam computed tomography; dental age estimation; diagnostic imaging; female; human; information processing; male; panoramic radiography; preschool child; tooth; Adolescent; Age Determination by Teeth; Child; Child, Preschool; Data Collection; Female; Humans; Male; Radiography, Panoramic; Spiral Cone-Beam Computed Tomography; Tooth",Article,Final,,Scopus,2-s2.0-85063627924,,,,,
"Gok E., Fedakar R., Kafa I.M.",54399773800;8725968900;8450193200;,Usability of dental pulp visibility and tooth coronal index in digital panoramic radiography in age estimation in the forensic medicine,2019,International Journal of Legal Medicine,,,,,,,,10.1007/s00414-019-02188-w,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075194039&doi=10.1007%2fs00414-019-02188-w&partnerID=40&md5=e32cc73d9f9e44feb82151411c71f77e,Dental age; Forensic medicine; Root pulp; Tooth coronal index,adolescent; adult; age determination; article; calculation; controlled study; female; first molar; forensic medicine; human; linear regression analysis; male; mandible; mandibular third molar; multiple regression; panoramic radiography; second molar; sex difference; synovial bursa; tooth pulp; visibility,Article,Article in Press,,Scopus,2-s2.0-85075194039,,,,,
"Hou Y.-X., Li M.-J., Olze A., Schmidt S., Schulz R., Pfeiffer H., Chen T., Guo Y.-C., Schmeling A.",56420112500;57195512055;6603617532;35496475900;8227131100;55589517900;35236150000;56009909700;7003946207;,Dental age estimation using degenerative changes in lower premolars in a northern Chinese population [Zahnärztliche Altersschätzung anhand degenerativer Veränderungen der Unterkieferprämolaren in einer nordchinesischen Population],2019,Rechtsmedizin,29,5,,407,414,,2,10.1007/s00194-019-00346-3,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074144583&doi=10.1007%2fs00194-019-00346-3&partnerID=40&md5=a69b402984e574780831b774953dd696,Attrition; Cementum apposition; Dental age estimation; Periodontal recession; Secondary dentin,adolescent; adult; article; Chinese; dental age estimation; dentinogenesis; female; human; human experiment; juvenile; major clinical study; male; premolar tooth; tooth cementum; young adult,Article,Final,,Scopus,2-s2.0-85074144583,,,,,
"Jayaraman J., Wong H.M., Roberts G.J., King N.M., Cardoso H.F.V., Velusamy P., Vergara R.G., Yanagita K.-I., Jorns T.P.",51565457300;57207923203;57061571400;7201762850;23394620800;57205736981;57211683486;57211679833;16833779000;,Age estimation in three distinct east Asian population groups using southern Han Chinese dental reference dataset,2019,BMC Oral Health,19,1,242,,,,,10.1186/s12903-019-0942-y,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074822558&doi=10.1186%2fs12903-019-0942-y&partnerID=40&md5=f38078485935e6f37800ddc0791851b8,Age estimation; Dental age; Japan; Philippines; Southern Chinese; Thailand,,Article,Final,Open Access,Scopus,2-s2.0-85074822558,,,,,
"Jiménez L.G., Palacio L.A.V., Luca S.D., Vasquez Y.R., Capellán M.C., Cameriere R.",57214132333;57117511100;57214128807;57214130360;57214103757;6507826165;,Validation of the third molar maturity index (I3M): Study of a Dominican Republic sample,2019,Journal of Forensic Odonto-Stomatology,37,3,,27,33,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077392038&partnerID=40&md5=a2b8126dce291ebccc03a20c4af3076f,Adult age; Cut-off; Dental age estimation; Dominican Republic; Forensic science; Third molar maturity,"adolescent; adult; dental age estimation; Dominican Republic; female; human; male; reproducibility; retrospective study; third molar; Adolescent; Adult; Age Determination by Teeth; Dominican Republic; Female; Humans; Male; Molar, Third; Reproducibility of Results; Retrospective Studies",Article,Final,,Scopus,2-s2.0-85077392038,,,,,
"Khdairi N., Halilah T., Khandakji M.N., Jost-Brinkmann P.-G., Bartzela T.",43961187800;57204533377;57210813486;7003451294;16041610300;,The adaptation of Demirjian's dental age estimation method on North German children,2019,Forensic Science International,303,,109927,,,,,10.1016/j.forsciint.2019.109927,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071575956&doi=10.1016%2fj.forsciint.2019.109927&partnerID=40&md5=359b82062f045051bc695b3e0376a129,Age estimation; Demirjian's method; Dental age; Dental development; Maturity percentile curves; North German population,accuracy; adolescent; age; Article; child; cohort analysis; dental age estimation; dentistry; female; Germany; human; magnitude estimation method; male; maturity; North Germanic people; panoramic radiography; preschool child; priority journal; rating scale; school child; scoring system; sex difference; tooth development,Article,Final,,Scopus,2-s2.0-85071575956,,,,,
"Konigsberg L.W., Frankenberg S.R., Liversidge H.M.",7004621690;6602707712;6602158831;,Status of Mandibular Third Molar Development as Evidence in Legal Age Threshold Cases,2019,Journal of Forensic Sciences,64,3,,680,697,,1,10.1111/1556-4029.13926,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054565760&doi=10.1111%2f1556-4029.13926&partnerID=40&md5=c0b1ea6b9e2336d765d4b1759c77e1f1,age threshold problem; Bayes’ factor; dental age estimates; forensic science; Markov Chain Monte Carlo; probit analysis,"adolescent; dental age estimation; dentistry; diagnostic imaging; England; growth, development and aging; human; legislation and jurisprudence; male; mandible; procedures; regression analysis; statistical model; third molar; tooth apex; young adult; Adolescent; Age Determination by Teeth; Forensic Dentistry; Humans; Likelihood Functions; London; Male; Mandible; Molar, Third; Regression Analysis; Tooth Apex; Young Adult",Article,Final,,Scopus,2-s2.0-85054565760,,,,,
"Konigsberg L.W., Sgheiza V.",7004621690;57196038253;,"The Use of Roche, Wainer, and Thissen's Skeletal Maturity of the Knee",2019,Journal of Forensic Sciences,,,,,,,,10.1111/1556-4029.14073,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066884606&doi=10.1111%2f1556-4029.14073&partnerID=40&md5=e24d6cf96f65e8d3f99cef01c1153f8f,age estimation from skeleton; age threshold; Bayes theorem; forensic anthropology; forensic science; knee joint; radiography,adult; age determination; article; Bayes theorem; death; female; forensic anthropology; human; knee; male; maturity; mental capacity; radiography; skeleton; young adult,Article,Article in Press,,Scopus,2-s2.0-85066884606,,,,,
"Kumagai A., Takahashi N., Palacio L.A.V., Giampieri A., Ferrante L., Cameriere R.",16401842000;57207691813;57117511100;57207686279;55327516300;6507826165;,Accuracy of the third molar index cut-off value for estimating 18 years of age: Validation in a Japanese samples,2019,Legal Medicine,38,,,5,9,,,10.1016/j.legalmed.2019.03.001,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062717402&doi=10.1016%2fj.legalmed.2019.03.001&partnerID=40&md5=b38d93f116e658f22d679d5e61f1ba42,Adult age; Dental age estimation; Forensic odontology; Japanese; Third molar maturity,adolescent; adult; Article; Bayes theorem; dental age estimation; female; human; Japanese (people); male; measurement accuracy; normal human; predictive value; third molar; tooth development,Article,Final,,Scopus,2-s2.0-85062717402,,,,,
"Lan L.M., Yang Z.D., Sun S.L., Wen D., Kureshi A., Zeye M.M.J., Zha L., Li M.",16506666200;57203921277;57203090002;57203920354;57211024202;57211021456;54786023300;57197835627;,Application of Demirjian's and Cameriere's Method in Dental Age Estimation of 8-16 Year Old Adolescents from Hunan Han Nationality,2019,Fa yi xue za zhi,35,4,,406,410,,,10.12116/j.issn.1004-5619.2019.04.005,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072300947&doi=10.12116%2fj.issn.1004-5619.2019.04.005&partnerID=40&md5=44bbc9279d2bbe899cc794cdc1216c6e,forensic dentistry; age determination by teeth; Demirjian’s method; Cameriere’s method; adolescent; Han nationality; Hunan,"adolescent; Asian continental ancestry group; child; China; dental age estimation; dentistry; ethnic group; female; human; male; panoramic radiography; reproducibility; Adolescent; Age Determination by Teeth; Asian Continental Ancestry Group; Child; China; Ethnic Groups; Female; Forensic Dentistry; Humans; Male; Radiography, Panoramic; Reproducibility of Results",Article,Final,,Scopus,2-s2.0-85072300947,,,,,
